,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date,track_genre,era
64,i wanna feel,weeping.audios,,,,65,121400,2020-06-20 00:00:00+00:00,0.42857142857142894,64.0,42,2020-06-08 00:00:00+00:00,59,68,120394,2020-06-13 00:00:00+00:00,65,121400,2020-06-20 00:00:00+00:00,,
65,How Bad Can I Be?,Ed Helms,15922422.0,Universal / Interscope,2012-02-27 00:00:00+00:00,66,118400,2020-06-20 00:00:00+00:00,,65.0,60,2020-06-21 00:00:00+00:00,48,65,116700,2020-06-18 00:00:00+00:00,66,118400,2020-06-20 00:00:00+00:00,Banda sonora,2012
66,Huynh Đệ À (Remix),"Đinh Đại Vũ, Son2M",,,,67,110800,2020-06-20 00:00:00+00:00,3.28571428571429,66.0,43,2020-07-02 00:00:00+00:00,44,90,98783,2020-06-13 00:00:00+00:00,67,110800,2020-06-20 00:00:00+00:00,,
67,Break My Heart,Dua Lipa,28844347.0,Warner Records,2020-03-25 00:00:00+00:00,68,101000,2020-06-20 00:00:00+00:00,-0.857142857142857,67.0,41,2020-06-02 00:00:00+00:00,117,62,125731,2020-06-13 00:00:00+00:00,68,101000,2020-06-20 00:00:00+00:00,Pop,2020
68,Kesha - Take It Off,很傻的小沙雕｛鬼滅之刃｝,15674027.0,Universal Music Strategic Marketing,2010-10-08 00:00:00+00:00,69,100000,2020-06-20 00:00:00+00:00,9.0,160.0,28,2020-04-01 00:00:00+00:00,103,132,60135,2020-06-13 00:00:00+00:00,69,100000,2020-06-20 00:00:00+00:00,Pop,2010
69,Bagaikan Langit（cover）,_ucil👑,,,,70,100000,2020-06-20 00:00:00+00:00,-3.0,142.0,1,2020-02-12 00:00:00+00:00,118,49,157826,2020-06-13 00:00:00+00:00,70,100000,2020-06-20 00:00:00+00:00,,
70,Plain Jane (Remix),A$AP Ferg (feat. Nicki Minaj),15679261.0,RCA Records Label,2017-08-18 00:00:00+00:00,71,100000,2020-06-20 00:00:00+00:00,,,71,2020-06-20 00:00:00+00:00,7,71,100000,2020-06-20 00:00:00+00:00,71,100000,2020-06-20 00:00:00+00:00,Hip-Hop/Rap,2017
71,Vipin Desi Fitness,vipinyadavfitness,,,,72,100000,2020-06-20 00:00:00+00:00,6.71428571428571,69.0,69,2020-06-10 00:00:00+00:00,40,119,68807,2020-06-13 00:00:00+00:00,72,100000,2020-06-20 00:00:00+00:00,,
72,Дикая львица,ALEX&RUS,24333981.0,Archer Music Production LLC,2019-07-03 00:00:00+00:00,73,100000,2020-06-20 00:00:00+00:00,46.428571428571395,596.0,33,2020-02-06 00:00:00+00:00,112,398,18066,2020-06-13 00:00:00+00:00,73,100000,2020-06-20 00:00:00+00:00,Pop,2019
73,Azoko! - Np Heaven Remix,hala_685,,,,74,100000,2020-06-20 00:00:00+00:00,14.4285714285714,204.0,43,2020-05-26 00:00:00+00:00,30,175,47064,2020-06-13 00:00:00+00:00,74,100000,2020-06-20 00:00:00+00:00,,
74,Run free,Deep Chills feat. IVIE,13646389.0,Miami Beats,2017-08-18 00:00:00+00:00,75,100000,2020-06-20 00:00:00+00:00,-0.857142857142857,149.0,57,2020-07-17 00:00:00+00:00,94,69,117800,2020-06-13 00:00:00+00:00,75,100000,2020-06-20 00:00:00+00:00,House,2017
75,chachaslide,Ssica,,,,76,100000,2020-06-20 00:00:00+00:00,15.142857142857098,209.0,67,2020-06-21 00:00:00+00:00,75,182,46190,2020-06-13 00:00:00+00:00,76,100000,2020-06-20 00:00:00+00:00,,
76,After the Afterparty,"Charli XCX,Lil Yachty",,,,77,100000,2020-06-20 00:00:00+00:00,,71.0,57,2020-08-05 00:00:00+00:00,10,71,100000,2020-06-19 00:00:00+00:00,77,100000,2020-06-20 00:00:00+00:00,,
77,Ты мой кайф,Джаро & Ханза,28330804.0,А+/Студия СОЮЗ,2020-01-29 00:00:00+00:00,78,100000,2020-06-20 00:00:00+00:00,29.571428571428598,303.0,48,2020-04-28 00:00:00+00:00,97,285,30436,2020-06-13 00:00:00+00:00,78,100000,2020-06-20 00:00:00+00:00,Pop,2020
78,I Know,Toni Romiti,14390862.0,Romiti Records,2016-09-19 00:00:00+00:00,79,100000,2020-06-20 00:00:00+00:00,24.0,81.0,61,2020-07-28 00:00:00+00:00,30,247,35660,2020-06-13 00:00:00+00:00,79,100000,2020-06-20 00:00:00+00:00,Hip-Hop/Rap,2016
79,KUMALALA SAVESTA Cris Palmer,cris.palmer,,,,80,100000,2020-06-20 00:00:00+00:00,,70.0,69,2020-08-06 00:00:00+00:00,30,70,100000,2020-06-19 00:00:00+00:00,80,100000,2020-06-20 00:00:00+00:00,,
80,DIN SHAGNA DA,Anushka Sharma & Diljit Dosanjh & Suraj Sharma & Mehreen Pirzada,,,,81,100000,2020-06-20 00:00:00+00:00,,717.0,69,2020-06-21 00:00:00+00:00,24,81,100000,2020-06-20 00:00:00+00:00,81,100000,2020-06-20 00:00:00+00:00,,
81,death bed (coffee for your head),Powfu & beabadoobee,28419993.0,Columbia,2020-02-08 00:00:00+00:00,82,100000,2020-06-20 00:00:00+00:00,-2.57142857142857,78.0,16,2020-04-01 00:00:00+00:00,104,64,124417,2020-06-13 00:00:00+00:00,82,100000,2020-06-20 00:00:00+00:00,Hip-Hop/Rap,2020
82,Moshi Moshi (Part 1),CHUNNYT 抖音小助手,,,,83,100000,2020-06-20 00:00:00+00:00,,77.0,48,2020-06-25 00:00:00+00:00,15,126,100000,2020-06-16 00:00:00+00:00,83,100000,2020-06-20 00:00:00+00:00,,
83,BORED IN THE HOUSE,Curtis Roach,28844676.0,Curtis Roach,2020-03-23 00:00:00+00:00,84,100000,2020-06-20 00:00:00+00:00,37.1428571428571,372.0,5,2020-04-13 00:00:00+00:00,81,344,22928,2020-06-13 00:00:00+00:00,84,100000,2020-06-20 00:00:00+00:00,,2020
84,Supalonely (feat. Gus Dapperton),BENEE,27219667.0,Republic Records,2019-11-15 00:00:00+00:00,85,100000,2020-06-20 00:00:00+00:00,23.571428571428598,273.0,2,2020-04-01 00:00:00+00:00,78,250,34589,2020-06-13 00:00:00+00:00,85,100000,2020-06-20 00:00:00+00:00,Alternative,2019
85,Dura,Daddy Yankee,18203905.0,"UMG Recordings, Inc.",2018-04-27 00:00:00+00:00,86,100000,2020-06-20 00:00:00+00:00,,348.0,68,2020-06-21 00:00:00+00:00,80,86,100000,2020-06-20 00:00:00+00:00,86,100000,2020-06-20 00:00:00+00:00,Urbano latino,2018
86,Omg,White Gangster,13290226.0,White Gangster,2017-04-03 00:00:00+00:00,87,100000,2020-06-20 00:00:00+00:00,,82.0,82,2020-06-19 00:00:00+00:00,76,82,100000,2020-06-19 00:00:00+00:00,87,100000,2020-06-20 00:00:00+00:00,Hip-Hop/Rap,2017
87,All Comes Back To You,R3HAB,26587223.0,CYB3RPVNK,2019-10-25 00:00:00+00:00,88,100000,2020-06-20 00:00:00+00:00,,39.0,34,2020-06-24 00:00:00+00:00,21,62,150341,2020-06-15 00:00:00+00:00,88,100000,2020-06-20 00:00:00+00:00,Dance,2019
88,Memories (Drinks Bring Back),Ajay Stephens,26849242.0,Creatives Of,2019-10-12 00:00:00+00:00,89,100000,2020-06-20 00:00:00+00:00,8.71428571428571,99.0,42,2020-04-29 00:00:00+00:00,132,150,50929,2020-06-13 00:00:00+00:00,89,100000,2020-06-20 00:00:00+00:00,Pop,2019
89,Hareudang Panas,TetehAcaaa,29504443.0,Indiefy,2020-05-11 00:00:00+00:00,90,100000,2020-06-20 00:00:00+00:00,1.28571428571429,146.0,16,2020-05-04 00:00:00+00:00,68,99,85781,2020-06-13 00:00:00+00:00,90,100000,2020-06-20 00:00:00+00:00,,2020
90,Coincidance,Handsome Dancer,14413756.0,Handsome Dancer,2017-04-11 00:00:00+00:00,91,100000,2020-06-20 00:00:00+00:00,,123.0,91,2020-06-20 00:00:00+00:00,76,144,63916,2020-06-14 00:00:00+00:00,91,100000,2020-06-20 00:00:00+00:00,Dance,2017
91,Someone you loved Remix,apeng,,,,92,100000,2020-06-20 00:00:00+00:00,5.0,147.0,29,2020-05-21 00:00:00+00:00,49,127,65105,2020-06-13 00:00:00+00:00,92,100000,2020-06-20 00:00:00+00:00,,
92,Pump,Valentino Khan,16090524.0,Mad Decent,2017-05-26 00:00:00+00:00,93,100000,2020-06-20 00:00:00+00:00,-6.428571428571429,139.0,15,2020-02-17 00:00:00+00:00,152,48,159494,2020-06-13 00:00:00+00:00,93,100000,2020-06-20 00:00:00+00:00,Dance,2017
93,Eyes. Lips. Face. (e.l.f.),iLL Wayno & Holla FyeSixWun,25773465.0,Sounds Of A Unicorn LLC,2019-10-08 00:00:00+00:00,94,100000,2020-06-20 00:00:00+00:00,,122.0,94,2020-06-20 00:00:00+00:00,64,166,56773,2020-06-15 00:00:00+00:00,94,100000,2020-06-20 00:00:00+00:00,Hip-Hop/Rap,2019
94,ROCKSTAR DABABY FT RODDY RICH,calegoes,,,,95,100000,2020-06-20 00:00:00+00:00,-5.28571428571429,130.0,32,2020-06-10 00:00:00+00:00,25,58,126884,2020-06-13 00:00:00+00:00,95,100000,2020-06-20 00:00:00+00:00,,
95,Leyla,Mesto,22473158.0,Spinnin' Records,2019-02-22 00:00:00+00:00,96,100000,2020-06-20 00:00:00+00:00,,133.0,55,2020-07-15 00:00:00+00:00,34,135,100000,2020-06-16 00:00:00+00:00,96,100000,2020-06-20 00:00:00+00:00,Dance,2019
96,dudada dudada,FUNNY,,,,97,100000,2020-06-20 00:00:00+00:00,-2.57142857142857,138.0,38,2020-06-27 00:00:00+00:00,146,79,109140,2020-06-13 00:00:00+00:00,97,100000,2020-06-20 00:00:00+00:00,,
97,Stranger,CHUNNYT,,,,98,100000,2020-06-20 00:00:00+00:00,29.0,109.0,39,2020-02-07 00:00:00+00:00,115,301,28174,2020-06-13 00:00:00+00:00,98,100000,2020-06-20 00:00:00+00:00,,
98,Do It Again,Pia Mia,15934429.0,Wolfpack/Interscope,2015-05-04 00:00:00+00:00,99,100000,2020-06-20 00:00:00+00:00,40.2857142857143,108.0,1,2020-04-25 00:00:00+00:00,60,381,19385,2020-06-13 00:00:00+00:00,99,100000,2020-06-20 00:00:00+00:00,Pop,2015
99,Elefante,NK,26630224.0,Nice2Cu,2019-10-25 00:00:00+00:00,100,100000,2020-06-20 00:00:00+00:00,,107.0,74,2020-06-27 00:00:00+00:00,14,84,105900,2020-06-15 00:00:00+00:00,100,100000,2020-06-20 00:00:00+00:00,Pop Latino,2019
0,Coño (feat. Jhorrmountain x Adje),Puri,20146009.0,Spinnin' Records,2018-07-06 00:00:00+00:00,1,2200000,2020-06-27 00:00:00+00:00,0.14285714285714302,1.0,1,2020-06-02 00:00:00+00:00,110,2,2400000,2020-06-20 00:00:00+00:00,1,2200000,2020-06-27 00:00:00+00:00,Dance,2018
1,Kolors,Monte Booker & Smino,13755632.0,Soulection,2016-06-29 00:00:00+00:00,2,2100000,2020-06-27 00:00:00+00:00,0.28571428571428603,2.0,1,2020-07-06 00:00:00+00:00,51,4,1900000,2020-06-20 00:00:00+00:00,2,2100000,2020-06-27 00:00:00+00:00,Electronic,2016
2,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,24879479.0,S-Curve Records,2019-08-16 00:00:00+00:00,3,1900000,2020-06-27 00:00:00+00:00,-0.28571428571428603,2.0,1,2020-06-10 00:00:00+00:00,75,1,3200000,2020-06-20 00:00:00+00:00,3,1900000,2020-06-27 00:00:00+00:00,Reggae,2019
3,Dream Girl,Ir Sais,16928605.0,Ir-sais,2017-09-27 00:00:00+00:00,4,1900000,2020-06-27 00:00:00+00:00,0.14285714285714302,3.0,1,2020-07-03 00:00:00+00:00,74,5,1800000,2020-06-20 00:00:00+00:00,4,1900000,2020-06-27 00:00:00+00:00,Latijns-Amerikaans,2017
4,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,5,1700000,2020-06-27 00:00:00+00:00,-0.28571428571428603,4.0,1,2020-05-18 00:00:00+00:00,91,3,2000000,2020-06-20 00:00:00+00:00,5,1700000,2020-06-27 00:00:00+00:00,雷鬼,2020
5,kream bebiisan edition,bebiisan,,,,6,1300000,2020-06-27 00:00:00+00:00,0.0,5.0,4,2020-06-10 00:00:00+00:00,60,6,1700000,2020-06-20 00:00:00+00:00,6,1300000,2020-06-27 00:00:00+00:00,,
6,HAHA,lil darkie,26235905.0,Repost Network,2019-10-12 00:00:00+00:00,7,1300000,2020-06-27 00:00:00+00:00,0.14285714285714302,6.0,5,2020-06-28 00:00:00+00:00,50,8,1369600,2020-06-20 00:00:00+00:00,7,1300000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2019
7,Party Girl,StaySolidRocky,29155495.0,Columbia,2020-04-21 00:00:00+00:00,8,1200000,2020-06-27 00:00:00+00:00,-0.14285714285714302,7.0,5,2020-05-25 00:00:00+00:00,73,7,1500000,2020-06-20 00:00:00+00:00,8,1200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
8,ROCKSTAR,"DaBaby, Roddy Ricch",29099003.0,South Coast Music Group/Interscope Records,2020-04-17 00:00:00+00:00,9,800000,2020-06-27 00:00:00+00:00,0.42857142857142894,10.0,8,2020-07-03 00:00:00+00:00,69,12,800000,2020-06-20 00:00:00+00:00,9,800000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
9,What If (I Told You I Like You),Johnny Orlando & Mackenzie Ziegler,19251938.0,"UMG Recordings, Inc.",2018-06-15 00:00:00+00:00,10,800000,2020-06-27 00:00:00+00:00,0.14285714285714302,8.0,3,2020-08-05 00:00:00+00:00,103,11,800000,2020-06-20 00:00:00+00:00,10,800000,2020-06-27 00:00:00+00:00,Pop,2018
10,Hood Baby,Kbfr,29275689.0,For Real Ent.,2020-04-03 00:00:00+00:00,11,764800,2020-06-27 00:00:00+00:00,31.428571428571402,12.0,7,2020-07-06 00:00:00+00:00,46,231,33500,2020-06-20 00:00:00+00:00,11,764800,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
11,Savage,Megan Thee Stallion,28677612.0,300 Entertainment,2020-03-06 00:00:00+00:00,12,700000,2020-06-27 00:00:00+00:00,-0.42857142857142894,9.0,1,2020-05-11 00:00:00+00:00,125,9,900000,2020-06-20 00:00:00+00:00,12,700000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
12,Then Leave,BeatKing,28861336.0,C3Entertainment/BeatKing Made This S--t,2020-03-27 00:00:00+00:00,13,623600,2020-06-27 00:00:00+00:00,6.28571428571429,13.0,9,2020-07-03 00:00:00+00:00,22,57,190000,2020-06-20 00:00:00+00:00,13,623600,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
13,The Boat Beat,Ricky Desktop,29602162.0,Affiliate Records,2020-05-12 00:00:00+00:00,14,600000,2020-06-27 00:00:00+00:00,-0.5714285714285711,11.0,6,2020-07-21 00:00:00+00:00,53,10,800000,2020-06-20 00:00:00+00:00,14,600000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
14,Relación,Sech,28884520.0,Rich Music,2020-04-02 00:00:00+00:00,15,506800,2020-06-27 00:00:00+00:00,0.28571428571428603,17.0,12,2020-07-01 00:00:00+00:00,51,17,447900,2020-06-20 00:00:00+00:00,15,506800,2020-06-27 00:00:00+00:00,ラテン,2020
15,Pitbull - Hotel Room Service,qt.ducks,,,,16,500000,2020-06-27 00:00:00+00:00,-0.42857142857142894,16.0,13,2020-06-20 00:00:00+00:00,83,13,731800,2020-06-20 00:00:00+00:00,16,500000,2020-06-27 00:00:00+00:00,,
16,Cari Mama Muda,Iqballl🍁,,,,17,500000,2020-06-27 00:00:00+00:00,-0.42857142857142894,14.0,1,2020-05-12 00:00:00+00:00,82,14,700000,2020-06-20 00:00:00+00:00,17,500000,2020-06-27 00:00:00+00:00,,
17,Suling Sakti Spongebob (New), 🄰🄻🄱🅁🄴🅆 🦊,28479234.0,Albrew,2020-02-07 00:00:00+00:00,18,400000,2020-06-27 00:00:00+00:00,,21.0,18,2020-06-27 00:00:00+00:00,83,18,400000,2020-06-23 00:00:00+00:00,18,400000,2020-06-27 00:00:00+00:00,Dance,2020
18,Say youll remember me Remix by TIAGZ,iamtiagz,,,,19,400000,2020-06-27 00:00:00+00:00,-0.5714285714285711,20.0,5,2020-06-08 00:00:00+00:00,52,15,500000,2020-06-20 00:00:00+00:00,19,400000,2020-06-27 00:00:00+00:00,,
19,Психушка,Karna.val,29827208.0,Legacy Music,2020-06-17 00:00:00+00:00,20,359600,2020-06-27 00:00:00+00:00,,18.0,18,2020-06-26 00:00:00+00:00,33,18,418200,2020-06-26 00:00:00+00:00,20,359600,2020-06-27 00:00:00+00:00,Поп,2020
20,GOOBA,6ix9ine,29355561.0,Scumgang Records,2020-05-08 00:00:00+00:00,21,320100,2020-06-27 00:00:00+00:00,-0.28571428571428603,22.0,18,2020-06-22 00:00:00+00:00,39,19,372900,2020-06-20 00:00:00+00:00,21,320100,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
21,Ajj Kal Ajj Kal,Nimrat Khaira & Bunty Bains,29753458.0,Voilà! Digi,2020-06-11 00:00:00+00:00,22,312600,2020-06-27 00:00:00+00:00,,27.0,20,2020-06-29 00:00:00+00:00,13,32,204500,2020-06-24 00:00:00+00:00,22,312600,2020-06-27 00:00:00+00:00,Regional Indian,2020
22,Nyquest_ Trend Mix,nyquest_,,,,23,300000,2020-06-27 00:00:00+00:00,-0.7142857142857142,27.0,11,2020-06-11 00:00:00+00:00,41,18,400000,2020-06-20 00:00:00+00:00,23,300000,2020-06-27 00:00:00+00:00,,
23,Karin dan Dewi (remix),TramAnh🙆‍♀️❌,,,,24,300000,2020-06-27 00:00:00+00:00,3.28571428571429,43.0,8,2020-06-02 00:00:00+00:00,152,47,200000,2020-06-20 00:00:00+00:00,24,300000,2020-06-27 00:00:00+00:00,,
24,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,25,300000,2020-06-27 00:00:00+00:00,0.14285714285714302,25.0,15,2020-08-02 00:00:00+00:00,63,26,300000,2020-06-20 00:00:00+00:00,25,300000,2020-06-27 00:00:00+00:00,Pop,2020
25,Spaz,Mr. 2-17 & DRIPPY PRODUCTIONS,,,,26,300000,2020-06-27 00:00:00+00:00,-1.42857142857143,19.0,14,2020-06-13 00:00:00+00:00,41,16,500000,2020-06-20 00:00:00+00:00,26,300000,2020-06-27 00:00:00+00:00,,
26,4K,El Alfa & Darell & Noriel,,,,27,267900,2020-06-27 00:00:00+00:00,4.42857142857143,28.0,22,2020-07-02 00:00:00+00:00,54,58,188200,2020-06-20 00:00:00+00:00,27,267900,2020-06-27 00:00:00+00:00,,
27,Marry Me (feat. Toya Wright),Rasheeda,14239911.0,Dlo Entertainment,2012-06-18 00:00:00+00:00,28,231200,2020-06-27 00:00:00+00:00,,29.0,26,2020-07-02 00:00:00+00:00,42,27,231400,2020-06-22 00:00:00+00:00,28,231200,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2012
28,Vai Ter Que Aguentar,Mc Don Juan,29345235.0,GR6 Music,2020-05-08 00:00:00+00:00,29,221300,2020-06-27 00:00:00+00:00,0.28571428571428603,32.0,27,2020-07-11 00:00:00+00:00,49,31,201700,2020-06-20 00:00:00+00:00,29,221300,2020-06-27 00:00:00+00:00,Brazilian,2020
29,You,Jazmin Sisters,15956522.0,Brand X Networks,2013-11-11 00:00:00+00:00,30,217300,2020-06-27 00:00:00+00:00,,31.0,24,2020-07-01 00:00:00+00:00,7,34,205000,2020-06-25 00:00:00+00:00,30,217300,2020-06-27 00:00:00+00:00,R&B/Soul,2013
30,Khayaal Rakhya Kar,Preetinder,29811550.0,Desi Music Factory,2020-06-11 00:00:00+00:00,31,216300,2020-06-27 00:00:00+00:00,,30.0,26,2020-07-01 00:00:00+00:00,38,57,165000,2020-06-24 00:00:00+00:00,31,216300,2020-06-27 00:00:00+00:00,Regional Indian,2020
31,X.O,the Limba & Andro,29497157.0,The Limba,2020-05-15 00:00:00+00:00,32,200000,2020-06-27 00:00:00+00:00,-0.5714285714285711,24.0,22,2020-06-23 00:00:00+00:00,45,28,260500,2020-06-20 00:00:00+00:00,32,200000,2020-06-27 00:00:00+00:00,Pop,2020
32,Play Date,Melanie Martinez,15090401.0,Atlantic Records,2015-08-14 00:00:00+00:00,33,200000,2020-06-27 00:00:00+00:00,0.7142857142857142,37.0,12,2020-06-02 00:00:00+00:00,80,38,200000,2020-06-20 00:00:00+00:00,33,200000,2020-06-27 00:00:00+00:00,Alternative,2015
33,Toosie Slide,Drake,28904803.0,OVO,2020-04-03 00:00:00+00:00,34,200000,2020-06-27 00:00:00+00:00,-1.7142857142857095,51.0,4,2020-05-05 00:00:00+00:00,106,22,300000,2020-06-20 00:00:00+00:00,34,200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
34,Surrender,Natalie Taylor,14341447.0,Natalie Taylor,2015-10-29 00:00:00+00:00,35,200000,2020-06-27 00:00:00+00:00,10.7142857142857,38.0,25,2020-06-10 00:00:00+00:00,121,110,100000,2020-06-20 00:00:00+00:00,35,200000,2020-06-27 00:00:00+00:00,Singer/Songwriter,2015
35,ily (i love you baby),Surf Mesa,27755710.0,Surf Mesa,2019-11-26 00:00:00+00:00,36,200000,2020-06-27 00:00:00+00:00,9.85714285714286,34.0,27,2020-07-02 00:00:00+00:00,99,105,100000,2020-06-20 00:00:00+00:00,36,200000,2020-06-27 00:00:00+00:00,Dance,2019
36,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,37,200000,2020-06-27 00:00:00+00:00,-2.28571428571429,26.0,9,2020-06-02 00:00:00+00:00,68,21,300000,2020-06-20 00:00:00+00:00,37,200000,2020-06-27 00:00:00+00:00,Pop,2020
37,dudada dudada,FUNNY,,,,38,200000,2020-06-27 00:00:00+00:00,8.428571428571429,150.0,38,2020-06-27 00:00:00+00:00,146,97,100000,2020-06-20 00:00:00+00:00,38,200000,2020-06-27 00:00:00+00:00,,
38,feeling,BCD Studio-LI,,,,39,200000,2020-06-27 00:00:00+00:00,0.857142857142857,50.0,14,2020-02-12 00:00:00+00:00,150,45,200000,2020-06-20 00:00:00+00:00,39,200000,2020-06-27 00:00:00+00:00,,
39,2002 (Remix),Jayrous Morales,19411575.0,Shaun Reynolds,2018-05-11 00:00:00+00:00,40,200000,2020-06-27 00:00:00+00:00,15.0,44.0,7,2020-04-01 00:00:00+00:00,128,145,100000,2020-06-20 00:00:00+00:00,40,200000,2020-06-27 00:00:00+00:00,Pop,2018
40,Wipe It Down,BMW KENNY,29345768.0,BMW,2020-04-27 00:00:00+00:00,41,200000,2020-06-27 00:00:00+00:00,-2.57142857142857,40.0,8,2020-05-27 00:00:00+00:00,70,23,300000,2020-06-20 00:00:00+00:00,41,200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2020
41,"Ninthalle Ninthukolle (From ""Case No 18/9"")",Arjun Janya & Vijay Prakash,,,,42,200000,2020-06-27 00:00:00+00:00,-3.14285714285714,46.0,20,2020-06-20 00:00:00+00:00,19,20,302300,2020-06-20 00:00:00+00:00,42,200000,2020-06-27 00:00:00+00:00,,
42,Believer [NSG Remix],Romy Wave,,,,43,200000,2020-06-27 00:00:00+00:00,14.285714285714299,108.0,29,2020-07-03 00:00:00+00:00,137,143,100000,2020-06-20 00:00:00+00:00,43,200000,2020-06-27 00:00:00+00:00,,
43,Yang Penting Hepi,Lbdjs official dj,,,,44,200000,2020-06-27 00:00:00+00:00,0.857142857142857,36.0,33,2020-06-19 00:00:00+00:00,31,50,200000,2020-06-20 00:00:00+00:00,44,200000,2020-06-27 00:00:00+00:00,,
44,Woah,KRYPTO9095,22809467.0,KSG Records,2019-03-29 00:00:00+00:00,45,200000,2020-06-27 00:00:00+00:00,-2.85714285714286,23.0,16,2020-05-12 00:00:00+00:00,126,25,300000,2020-06-20 00:00:00+00:00,45,200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2019
45,Cyber Sex - Doja Cat,tyler_warwick,26950258.0,Kemosabe Records/RCA Records,2019-11-07 00:00:00+00:00,46,200000,2020-06-27 00:00:00+00:00,1.42857142857143,48.0,9,2020-05-28 00:00:00+00:00,50,56,200000,2020-06-20 00:00:00+00:00,46,200000,2020-06-27 00:00:00+00:00,R&B/Soul,2019
46,Yo Perreo Sola,Bad Bunny,28621794.0,Rimas Entertainment LLC,2020-02-28 00:00:00+00:00,47,200000,2020-06-27 00:00:00+00:00,0.5714285714285711,53.0,22,2020-06-18 00:00:00+00:00,44,51,200000,2020-06-20 00:00:00+00:00,47,200000,2020-06-27 00:00:00+00:00,Latin Urban,2020
47,Cars That Go Boom,L'Trimm,15375878.0,Perpetual,2015-11-20 00:00:00+00:00,48,200000,2020-06-27 00:00:00+00:00,-3.0,35.0,11,2020-06-05 00:00:00+00:00,39,27,300000,2020-06-20 00:00:00+00:00,48,200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2015
48,Двигаться,Raim,22073277.0,DDRECORDS,2018-11-30 00:00:00+00:00,49,200000,2020-06-27 00:00:00+00:00,-2.85714285714286,25.0,25,2020-06-25 00:00:00+00:00,42,29,245800,2020-06-20 00:00:00+00:00,49,200000,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2018
49,Lose Control,Meduza & Becky Hill & Goodboys,25866511.0,Virgin,2019-10-11 00:00:00+00:00,50,200000,2020-06-27 00:00:00+00:00,-0.857142857142857,33.0,5,2020-04-16 00:00:00+00:00,133,44,200000,2020-06-20 00:00:00+00:00,50,200000,2020-06-27 00:00:00+00:00,Dance,2019
50,Rab Kare Tujhko Bhi Pyaar Hojaye Darpan Shah,darpanshahds,,,,51,177200,2020-06-27 00:00:00+00:00,-3.0,55.0,24,2020-06-12 00:00:00+00:00,54,30,220800,2020-06-20 00:00:00+00:00,51,177200,2020-06-27 00:00:00+00:00,,
51,Поболело и прошло,HENSY,29583312.0,GOLDEN SOUND,2020-05-26 00:00:00+00:00,52,169000,2020-06-27 00:00:00+00:00,20.4285714285714,56.0,34,2020-08-06 00:00:00+00:00,49,195,43900,2020-06-20 00:00:00+00:00,52,169000,2020-06-27 00:00:00+00:00,Pop,2020
52,Geek'd (feat. Lil Baby),Bhad Bhabie,20581443.0,B.H.A.D. Music,2018-09-18 00:00:00+00:00,53,166800,2020-06-27 00:00:00+00:00,,54.0,45,2020-07-17 00:00:00+00:00,35,55,178500,2020-06-24 00:00:00+00:00,53,166800,2020-06-27 00:00:00+00:00,,2018
53,HAHA,lil darkie,26235905.0,Repost Network,2019-10-12 00:00:00+00:00,54,165500,2020-06-27 00:00:00+00:00,0.7142857142857142,57.0,27,2020-07-03 00:00:00+00:00,49,59,155000,2020-06-20 00:00:00+00:00,54,165500,2020-06-27 00:00:00+00:00,Hip-Hop/Rap,2019
54,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,55,132000,2020-06-27 00:00:00+00:00,14.285714285714299,62.0,46,2020-07-14 00:00:00+00:00,45,155,96200,2020-06-20 00:00:00+00:00,55,132000,2020-06-27 00:00:00+00:00,Pop,2020
55,Bapu Tere Karke,Amar Sandhu,22380999.0,Moz Studios,2019-02-03 00:00:00+00:00,56,129900,2020-06-27 00:00:00+00:00,38.0,61.0,56,2020-06-27 00:00:00+00:00,107,322,18500,2020-06-20 00:00:00+00:00,56,129900,2020-06-27 00:00:00+00:00,Punjabi Pop,2019
